project_id,name_of_project,location,contractor,office_name,funds_source,project_cost,date_started,completion_orig,completion_actual,status_percent
NC0215F00081,Local Infrastructure Program - Construction of Riprapping Wall and Desilting of Don Paliko Creek  Barangay Buli  Muntinlupa City Lone District   CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"2,624",5/27/2015,7/25/2015,7/25/2015,100
NC0215H00079,C-5 Service Rd  -  Chainage 2029 - Chainage 2221 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",UPSR,"2,771",5/27/2015,7/25/2015,7/24/2015,100
NC0215S00031,Local Infrastructure Program - Rehabilitation of School Building at Pilar Elementary School  Las Piñas City Lone District CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",DAVHEZ TRADING & CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"1,131",5/26/2015,7/24/2015,6/27/2015,100
NC0315F00069,Drainage Improvement of Roosevelt Ave.  Brgy. Sta. Cruz  Quezon City 1st LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",NEW ARCOND BUILDERS INCORPORATED (FORMERLY ARCOND,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,759",5/25/2015,9/3/2015,9/3/2015,100
NC0215T00067,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building  No 14 Libis Gochuico St.  Sampalukan  Caloocan City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",FRAMECON BUILDERS,"Metro Manila 3rd District Engineering Office,NCR",RLIP,"1,375",5/25/2015,9/21/2015,8/25/2015,100
NC0215S00020,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Highway Hills Integrated School  Brgy. Highway Hills  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",VILP,"2,894",5/25/2015,8/12/2015,8/11/2015,100
NC0215S00005,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Bonifacio Javier National High School  Brgy. Barangka Drive  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",VIRAC NRC CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",VILP,"4,975",5/25/2015,7/22/2015,8/6/2015,100
NC0215H00129,Local Infrastructure Program - Improvement/Concreting of Road Networks  Brgy. North Signal  Taguig City  Metro Manila GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",WINPRO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,799",5/25/2015,8/24/2015,8/24/2015,100
NC0215H00117,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Improvement of Roads and Drainage along 6th Street (from 10th Ave. to C3)  Caloocan City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Metro Manila 3rd District Engineering Office,NCR",VILP,"25,137",5/25/2015,12/20/2015,10/25/2015,100
NC0215H00038,Local Infrastructure Program - Construction of Local Road at Barangay New Lower Bicutan  Tuktukan and Bagumbayan  Taguig City 1st Distict  Taguig-Pateros 1st LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,"Metro Manila 1st District Engineering Office,NCR",RLIP,"8,251",5/25/2015,9/19/2015,9/18/2015,100
NC0215F00091,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation/Improvement of Roads/Drainage in Brgy. 84  Caloocan City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"Metro Manila 3rd District Engineering Office,NCR",VILP,"2,740",5/25/2015,9/21/2015,7/25/2015,100
NC0215F00014,Construction/Rehabilitation of Tumana Creek  Brgy. Tumana  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"13,021",5/25/2015,9/23/2015,9/22/2015,100
NC0215S00011,Local Infrastructure Program - Repair/Rehabilitation of School Building  Mandaluyong City  Lone District  A.T. Reyes Elementary School  Brgy. Buayang Bato CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,927",5/25/2015,7/7/2015,7/7/2015,100
NC0215S00010,Local Infrastructure Program - Repair/Rehabilitation of School Building  Mandaluyong City Lone District  Dona Basilisa Yangco Elementary School  Brgy. Namayan CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. VALENCERINA TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,933",5/23/2015,7/4/2015,7/4/2015,100
NC0215S00022,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Doña Pilar Gonzaga Elementary School  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",VILP,"1,936",5/22/2015,7/20/2015,7/18/2015,100
NC0215S00028,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Rehabilitation of School Building at Pedro P. Cruz Elementary  Brgy. Barangka Drive  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",VILP,"2,881",5/22/2015,7/22/2015,7/19/2015,100
NC0215T00107,Local Infrastructure Program - Completion of Multi-Purpose Building  Barangay Poblacion  Muntinlupa City  Las Piñas-Muntinlupa DEO CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR","VICVERA BUILDERS,INC.","Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"4,531",5/22/2015,8/4/2015,8/4/2015,100
NC0115T00050,Local Infrastructure Program - Repair/Rehabilitation of Multi-Purpose Building  Brgy. 191 Zone 20  Pasay City Lone District CONSTRUCTION,"Pasay City,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",RLIP,"1,799",5/22/2015,7/21/2015,7/21/2015,100
NC0115H00020,Local Infrastructure Program-Improvement of Road and Drainage  Zone 96 and vicinity  Sta. Ana  Manila City 6th LD GRAVEL TO PAVED,"DistrictWide,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",RLIP,"2,698",5/22/2015,8/4/2015,8/18/2015,100
NC0215F00047,KAMANAVA  Malabon City Section  Dredging/Improvement of Catmon River  Malabon City Lone District CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",FMSD,"24,278",5/21/2015,12/20/2015,10/30/2015,100
NC0315T00075,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building in Brgy. Quirino 2-C  Quezon City CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",ELPA CONSTRUCTION,"Quezon City 2nd District Engineering Office,NCR",RLIP,"1,000",5/20/2015,7/3/2015,7/18/2015,100
NC0215T00064,Local Infrastructure Program - Improvement/Completion of Multi-purpose Building at Brgy. Barangka Ibaba   Mandaluyong Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",121 CONSTRUCTION CORPORATION (FORMERLY 121 CONSTUC,"Metro Manila 1st District Engineering Office,NCR",RLIP,969,5/20/2015,7/20/2015,6/20/2015,100
NC0215F00070,Local Infrastructure Program - Construction of Covered Line Canal Along PNR Site from Poblacion River going to Bruger Street  Barangay Putatan  Muntinlupa City Lone District   CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"4,531",5/20/2015,8/27/2015,8/27/2015,100
NC0315T00127,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building in Brgy. Escopa 3  Quezon City CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",METRICS CONSTRUCTION & TRADING,"Quezon City 2nd District Engineering Office,NCR",RLIP,"1,500",5/19/2015,7/17/2015,7/17/2015,100
NC0315H00049,Local Infrastructure Program - Completion of Matulungin St.  Brgy. Central  Q.C. 4th LD GRAVEL TO PAVED,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",ROSAND BUILDERS,"Quezon City 2nd District Engineering Office,NCR",RLIP,"3,500",5/19/2015,8/20/2015,8/20/2015,100
NC0315T00030,Local Infrastructure Program - Phase 2  Construction of MPB  Galas Tennis Court  Q.C. 4th LD CONSTRUCTION,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",ELPA CONSTRUCTION,"Quezon City 2nd District Engineering Office,NCR",RLIP,"4,500",5/19/2015,9/2/2015,9/17/2015,100
NC0215H00068,Construction of Taguig Diversion Road to F. Manalo (Tipas-Napindad Road) By-Pass Road  Brgy. Palingon  Taguig City-Pateros 1st LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",CBPR,"12,355",5/18/2015,10/14/2015,10/13/2015,100
NC0215T00069,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Construction of Multi-Purpose Hall  Brgy. Addition Hills  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",121 CONSTRUCTION CORPORATION (FORMERLY 121 CONSTUC,"Metro Manila 1st District Engineering Office,NCR",VILP,"2,348",5/18/2015,8/16/2015,8/16/2015,100
NC0215S00062,Local Infrastructure Program - Construction of Covered Court  Calumpang Elementary School  Barangay Calumpang Marikina City 1st District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. VALENCERINA TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,386",5/15/2015,9/12/2015,9/10/2015,100
NC0115H00004,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Road and Drainage Improvement  Malacañang vicinity including Brgy. 648  San Miguel  Manila City 6th LD PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,South Manila District Engineering Office,NCR","BLACKRAM BUILDERS, INC.","South Manila District Engineering Office,NCR",VILP,"4,652",5/15/2015,10/5/2015,9/30/2015,100
NC0215F00060,KAMANAVA  Navotas City Section  Dredging of Navotas River  Navotas City Lone District DREDGING/DESILTING,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",Joint Venture - ST. GERRARD CONSTRUCTION et. al.,"Malabon-Navotas District Engineering Office,NCR",DDCD,"38,468",5/15/2015,9/11/2015,9/11/2015,100
NC0215T00047,Local Infrastructure Program-Construction of Multi-Purpose Building at Brgy. Concepcion Uno  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",E.L. ANOLIN CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"6,491",5/15/2015,9/13/2015,9/12/2015,100
NC0215T00011,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building  Barangay Pulanglupa 1  Las Piñas City Lone District CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",MA-AN CONSTRUCTION CORP.,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,947,5/15/2015,6/28/2015,6/28/2015,100
NC0215T00032,Local Infrastructure Program - Construction of Multi-Purpose Building  Brgy. Dampalit  Malabon City Lone District CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"Malabon-Navotas District Engineering Office,NCR",RLIP,"2,271",5/15/2015,7/13/2015,7/13/2015,100
NC0215H00033,Local Infrastructure Program - Rehabilitation of Road  Barangay CAA  Las Piñas City Lone District GRAVEL TO PAVED,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",MA-AN CONSTRUCTION CORP.,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"1,892",5/15/2015,7/28/2015,7/28/2015,100
NC0215T00178,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building  Pulanglupa 1  Las Piñas City Lone District CONSTRUCTION,"Las Piñas City,Las Piñas-Muntinlupa District Engineering Office,NCR",MA-AN CONSTRUCTION CORP.,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"1,889",5/15/2015,7/28/2015,7/28/2015,100
NC0115F00031,Rehabilitation/Improvement of Drainage System along Roxas Boulevard Center Island (from Buendia Flyover to EDSA Flyover Drainage Line)  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"South Manila District Engineering Office,NCR",FMSD,"17,442",5/15/2015,10/13/2015,8/15/2015,100
NC0215S00009,Local Infrastructure Program - Completion of School Bldg.  at Addition Hills Integrated School  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",RLIP,"7,450",5/15/2015,9/11/2015,9/11/2015,100
NC0215T00014,Local Infrastructure Program - Construction of Multi-Purpose Building  Sto. Niño Elementary School  Barangay Sto. Niño  Marikina City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,"Metro Manila 1st District Engineering Office,NCR",RLIP,"7,019",5/15/2015,10/12/2015,10/12/2015,100
NC0115H00027,Local Infrastructure Program - Improvement of Road  Barangay 128  Pasay City Lone District   GRAVEL TO PAVED,"DistrictWide,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",RLIP,"1,744",5/15/2015,7/13/2015,7/13/2015,100
NC0115T00018,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building  Barangay 704 Malate  Manila 5th LD CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"South Manila District Engineering Office,NCR",RLIP,"1,796",5/15/2015,8/12/2015,5/31/2015,100
NC0215T00112,Local Infrastructure Program - Construction of MPB  Simeona MPB  Brgy. Concepcion Uno  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",KRBS CONSTRUCTION AND TRADING,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,453",5/15/2015,7/15/2015,7/10/2015,100
NC0115H00006,P. Quirino Br. 1 (B02304LZ) along Pres Quirino Ave  RETROFITTING/REHABILITATION/STRENGTHENING,"DistrictWide,South Manila District Engineering Office,NCR",CHRISMAN CONSTRUCTION AND SUPPLIES,"South Manila District Engineering Office,NCR",CNSP,"5,517",5/15/2015,7/13/2015,7/13/2015,100
NC0115S00010,Local Infrastructure Program - Repair and Rehabilitation of School Buildings  Padre Burgos Elementary School  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",RLIP,"5,388",5/15/2015,9/11/2015,9/26/2015,100
NC0215F00025,Desilting/Improvement of Maytunas Creek  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",EL KAPITAN CONSTRUCTION SERVICES,"Metro Manila 1st District Engineering Office,NCR",FMSD,"4,525",5/14/2015,7/11/2015,7/10/2015,100
NC0215S00012,Local Infrastructure Program - Repair/Rehabilitation of School Building  Mandaluyong City  Lone District  Renato Lopez Elementary School  Brgy. Mabini J. Rizal CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",RLIP,"1,930",5/14/2015,7/14/2015,7/14/2015,100
NC0215T00105,Local Infrastructure Program - Construction of Pacheco Compound Multi-Purpose Building at Barangay Fortune  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,172",5/14/2015,7/13/2015,7/12/2015,100
NC0115T00052,Local Infrastructure Program - Repair/Rehabilitation of Multi-Purpose Building  Office of the Senior Citizens Affairs  Pasay City Sports Complex  Pasay City Lone District CONSTRUCTION,"Pasay City,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",RLIP,"3,328",5/13/2015,10/9/2015,10/9/2015,100
NC0315T00105,Local Infrastructure Program - Construction of Multi-Purpose Building  Barangay Gulod  Novaliches  Quezon City 2nd District CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",TRIJOHN BUILDERS,"Quezon City 1st District Engineering Office,NCR",RLIP,"1,952",5/13/2015,8/10/2015,8/9/2015,100
NC0215T00114,Local Infrastructure Program - Construction of MPB  Brgy. Nangka  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"6,501",5/13/2015,9/10/2015,9/9/2015,100
NC0315H00003,Local Infrastructure Program - Rehabilitation of Cristine St.  Barangay Apolonio Samson  Quezon City 6th LD   GRAVEL TO PAVED,"DistrictWide,Quezon City 1st District Engineering Office,NCR",E.L. ANOLIN CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",RLIP,"2,808",5/11/2015,9/8/2015,7/25/2015,100
